Order_No,Order_date,Customer_Name,Address,City,State,Customer_Type,Account_Manager,Order_Priority,Product_Name,Product_Category,Product_Container,Ship_Mode,Ship_Date,Cost_Price,Retail_Price,Profit_Margin,Order_Quantity,Sub_Total,Discount_percent,Discount_Amount,Order_Total,Shipping_Cost,Grand_Total
5708-1,6/12/2014,Janet Martin,"24 Addison Rd,Marrickville",Sydney,NSW,Corporate,Radhya Staples,High,Artisan Reinforcements for Hole-Punch Pages,Office Supplies,Small Box,Express Air,8/12/2014,1.19,1.98,0.79,12,59.64,3.0,0.6,59.04,4.77,64.48
5708-1,6/12/2014,Vivek Gonzalez,"53 Riley Street,Woolloomooloo",Sydney,NSW,Corporate,Tina Carlton,Medium,Artisan Reinforcements for Hole-Punch Pages,Office Supplies,Small Box,Regular Air,8/12/2014,1.19,1.98,0.79,10,59.64,1.0,0.6,59.04,4.77,64.48
5708-1,6/12/2014,Thea Hendricks,"412 Brunswick St,Fitzroy",Melbourne,VIC,Small Business,Connor Betts,Not Specified,Artisan Round Ring Poly Binders,Office Supplies,Wrap Bag,Regular Air,8/12/2014,1.82,2.84,1.02,37,59.64,7.0,0.5,59.04,5.44,64.48
5709-1,25-07-2014,Philip Brown,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Home Office,Yvette Biti,Critical,"Angle-D Binders with Locking Rings, Label Holders",Technology,Medium Box,Regular Air,26-07-2014,4.53,7.3,2.77,8,255.6,9.0,2.66,253.04,7.72,256.64
5709-1,9/2/2014,Susan MacKendrick,"53 Riley Street,Woolloomooloo",Sydney,NSW,Corporate,Tina Carlton,Not Specified,Office Shears by Apex,Office Supplies,Small Pack,Regular Air,13-02-2014,0.94,2.08,1.14,2,72.2,1.0,6.49,65.51,2.56,66.71
5710-1,30-04-2013,Pamela Stobb,"273 George Street,Sydney",Sydney,NSW,Small Business,Leighton Forrest,Not Specified,Apex Design Stainless Steel Bent Scissors,Technology,Small Box,Regular Air,2/5/2013,2.87,6.84,3.97,34,261.92,7.0,26.23,263.03,4.42,276.83
5710-1,8/12/2014,Robert Barroso,"163 Concord Road,North Strathfield",Sydney,NSW,Small Business,Charlie Bui,Critical,Deluxe Rollaway Locking File with Drawer,Office Supplies,Small Box,Regular Air,10/12/2014,178.83,415.88,237.05,23,1663.52,2.0,49.91,1613.61,11.37,1624.98
5710-1,11/8/2014,Adrian Hane,"70 High Street,Windsor",Melbourne,VIC,Home Office,Connor Betts,Medium,Deluxe Rollaway Locking File with Drawer,Office Supplies,Small Pack,Regular Air,13-08-2014,178.83,415.88,237.05,10,1663.52,5.0,49.91,1613.61,11.37,1624.98
5710-1,9/12/2014,Linda Southworth,"359 Crown Street,Surry Hills",Sydney,NSW,Consumer,Phoebe Gour,Low,Deluxe Rollaway Locking File with Drawer,Office Supplies,Wrap Bag,Regular Air,11/12/2014,178.83,415.88,237.05,41,1663.52,5.0,49.91,1613.61,11.37,1624.98
5711-1,26-04-2013,Thomas Boland,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,Not Specified,Steady Liquid Accent Tank-Style Highlighters,Office Supplies,Wrap Bag,Regular Air,26-04-2013,1.31,2.84,1.53,40,39.84,3.0,3.49,36.29,0.93,37.49
5711-1,9/12/2014,Linda Southworth,"359 Crown Street,Surry Hills",Sydney,NSW,Home Office,Phoebe Gour,High,Xit Blank Computer Paper,Office Supplies,Small Box,Regular Air,11/12/2014,12.39,19.98,7.59,34,959.04,7.0,9.59,949.45,5.77,955.22
5711-1,25-12-2014,Brian Stugart,"88 Oxford St,Woollahra",Sydney,NSW,Small Business,Charlie Bui,Not Specified,Xit Blank Computer Paper,Technology,Small Box,Regular Air,27-12-2014,12.39,19.98,7.59,8,959.04,7.0,9.59,949.45,5.77,955.22
5712-1,30-11-2015,Paul MacIntyre,"60 Commercial Rd,Prahran",Melbourne,VIC,Consumer,Yvette Biti,Medium,Artisan 474 Labels,Office Supplies,Wrap Bag,Regular Air,1/12/2015,1.84,2.88,1.04,30,87.82,5.0,3.51,83.97,0.99,88.96
5712-1,20-05-2013,Steve Carroll,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Small Business,Nicholas Fernandes,Not Specified,Xit Blank Computer Paper,Office Supplies,Small Box,Regular Air,22-05-2013,12.39,19.98,7.59,16,187.22,7.0,12.11,176.11,5.77,177.73
5712-1,13-02-2013,Susan Vittorini,"3 Carrington Road ,Box Hill",Melbourne,VIC,Consumer,Yvette Biti,High,Apex Straight Scissors,Office Supplies,Wrap Bag,Express Air,15-02-2013,5.19,12.98,7.79,43,755.82,7.0,58.07,630.61,3.14,636.52
5713-1,10/12/2014,Flank Prite,"224A Gertrude St,Fitzroy",Melbourne,VIC,Home Office,Connor Betts,Critical,"Laser Neon Mac Format Diskettes, 10/Pack",Office Supplies,Wrap Bag,Express Air,12/12/2014,1.87,8.12,6.25,33,89.32,3.0,5.46,83.96,2.83,86.79
5714-1,25-12-2014,Brian Stugart,"88 Oxford St,Woollahra",Sydney,NSW,Home Office,Charlie Bui,Low,Multimedia Mailers,Office Supplies,Small Box,Regular Air,27-12-2014,99.39,162.93,63.54,43,4499.9,8.0,45.0,4454.9,19.99,4454.99
5715-1,22-11-2015,Ellis Ballard,"53-55 Liverpool St,Sydney",Sydney,NSW,Small Business,Tina Carlton,High,"Artisan Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",Office Supplies,Small Box,Regular Air,23-11-2015,4.48,8.14,3.66,5,82.08,3.0,3.15,78.61,3.12,78.81
5715-1,4/12/2014,Ed Braxton,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Corporate,Yvette Biti,Medium,Apex Straight Scissors,Office Supplies,Small Box,Regular Air,5/12/2014,5.19,12.98,7.79,23,278.08,7.0,19.47,258.61,3.14,266.83
5715-1,4/9/2013,Darrin Martin,"221 Barkly St,St Kilda",Melbourne,VIC,Small Business,Yvette Biti,Low,Apex Preferred Stainless Steel Scissors,Office Supplies,Wrap Bag,Regular Air,6/9/2013,2.5,5.68,3.18,40,180.68,4.0,10.06,182.58,3.6,186.77
5715-1,13-10-2015,Stepha Foles,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Small Business,Tina Carlton,High,Artisan Hi-Liter Pen Style Six-Color Fluorescent Set,Office Supplies,Small Box,Regular Air,14-10-2015,2.16,3.85,1.69,46,48.74,1.0,4.48,45.84,0.7,46.27
5716-1,7/1/2015,Barry Franz,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Home Office,Yvette Biti,Critical,Apex Elite Stainless Steel Scissors,Office Supplies,Small Pack,Regular Air,9/1/2015,3.42,8.34,4.92,49,412.8,7.0,8.26,404.54,2.64,410.73
5717-1,16-12-2014,Garry Greene,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Corporate,Tina Carlton,Critical,Self-Adhesive Removable Labels,Furniture,Small Pack,Regular Air,18-12-2014,1.98,3.15,1.17,10,80.96,1.0,5.67,75.29,0.49,82.12
5717-1,22-12-2014,Theone Pippenger,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,Critical,Colored Envelopes,Office Supplies,Wrap Bag,Regular Air,23-12-2014,2.25,3.69,1.44,23,86.84,7.0,8.69,78.19,2.5,79.75
5717-1,7/8/2014,John Lucas,"53-55 Liverpool Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,Not Specified,Artisan Reinforcements for Hole-Punch Pages,Office Supplies,Small Box,Regular Air,9/8/2014,1.19,1.98,0.79,8,88.06,0.0,1.76,85.36,4.77,86.74
5717-1,16-12-2014,Harry Greene,"470 Anzac Parade,Kingsford",Sydney,NSW,Home Office,Tina Carlton,Not Specified,Self-Adhesive Ring Binder Labels,Office Supplies,Wrap Bag,Regular Air,18-12-2014,2.18,3.52,1.34,25,80.96,10.0,5.67,75.29,6.83,82.12
5718-1,22-12-2014,Theone Pippenger,"188 Pitt Street,Sydney",Sydney,NSW,Home Office,Tina Carlton,Low,Colored Envelopes,Office Supplies,Small Box,Regular Air,23-12-2014,2.25,3.69,1.44,43,86.88,8.0,8.69,78.19,2.5,79.75
5718-1,25-12-2014,Janet Martin,"Crown Complex,Southbank",Melbourne,VIC,Corporate,Yvette Biti,Low,Colored Push Pins,Technology,Small Box,Express Air,25-12-2014,0.92,1.81,0.89,8,86.88,1.0,8.69,78.19,1.56,79.75
5718-1,22-12-2014,Julia Barnett,"485 Crown St,Surry Hills",Sydney,NSW,Corporate,Leighton Forrest,High,Colored Push Pins,Furniture,Small Pack,Regular Air,22-12-2014,0.92,1.81,0.89,37,86.88,0.0,8.69,78.19,1.56,79.75
5718-1,22-12-2014,Theone Pippenger,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,Critical,Color-Envelopes,Office Supplies,Wrap Bag,Regular Air,23-12-2014,2.25,3.69,1.44,12,86.88,10.0,8.69,78.19,2.5,79.75
5718-1,22-12-2014,Theone Pippenger,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,Not Specified,Colored Envelopes,Furniture,Large Box,Regular Air,23-12-2014,2.25,3.69,1.44,17,86.88,0.0,8.69,78.19,2.5,79.75
5719-1,25-12-2014,Brian Stugart,"88 Oxford St,Woollahra",Sydney,NSW,Home Office,Charlie Bui,High,Cando PC940 Copier,Office Supplies,Wrap Bag,Regular Air,27-12-2014,278.99,449.99,171.0,41,4499.9,5.0,45.0,4454.9,49.0,4479.39
5719-1,25-12-2014,Brian Stugart,"88 Oxford St,Woollahra",Sydney,NSW,Home Office,Charlie Bui,High,Cando PC940 Copier,Office Supplies,Wrap Bag,Regular Air,27-12-2014,216.0,449.99,233.99,41,4499.9,5.0,45.0,4454.9,24.49,4479.39
5720-1,21-04-2014,Art Ferguson,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Consumer,Mihael Khan,High,Smiths Pushpins,Office Supplies,Wrap Bag,Regular Air,22-04-2014,0.94,1.88,0.94,34,19.46,10.0,1.94,18.58,0.79,16.57
5720-1,10/12/2014,Marc Crier,"Westfield Sydney,Sydney",Sydney,NSW,Home Office,Natasha Song,Low,"Laser Neon Mac Format Diskettes, 10/Pack",Office Supplies,Wrap Bag,Regular Air,12/12/2014,1.87,8.12,6.25,43,89.32,1.0,5.36,83.96,2.83,86.79
5720-1,1/10/2013,Harold Ryan,"263 Concord Road,North Strathfield",Sydney,NSW,Corporate,Charlie Bui,Low,Smiths Meta Binder Labels,Office Supplies,Wrap Bag,Regular Air,2/10/2013,2.18,3.52,1.34,38,1067.78,6.0,0.0,95.98,6.83,96.78
5720-1,20-06-2016,Harold Dahlen,"53-55 Liverpool St,Sydney",Sydney,NSW,Corporate,Tina Carlton,Medium,Self-Adhesive Removable Labels,Office Supplies,Small Pack,Express Air,20-06-2016,1.98,3.15,1.17,8,163.08,3.0,3.94,161.51,0.49,168.02
5720-1,10/12/2014,Marc Crier,"Westfield Sydney,Sydney",Sydney,NSW,Consumer,Natasha Song,High,Steady Liquid Accent Tank-Style Highlighters,Office Supplies,Small Box,Regular Air,12/12/2014,1.31,2.84,1.53,49,89.32,8.0,5.36,83.96,0.93,86.79
5720-1,10/12/2014,Marc Crier,"Westfield Sydney,Sydney",Sydney,NSW,Home Office,Natasha Song,Critical,Smiths Metal Binder Clips,Office Supplies,Wrap Bag,Regular Air,12/12/2014,1.6,2.62,1.02,10,89.32,10.0,5.36,83.96,0.8,86.77
5720-1,26-12-2014,Arthur Gainer,"180 High Street,Windsor",Melbourne,VIC,Home Office,Connor Betts,Medium,Smiths Metal Binder Clips,Office Supplies,Wrap Bag,Regular Air,29-12-2014,1.6,2.62,1.02,47,96.94,2.0,0.97,95.97,0.8,96.77
5721-1,23-12-2014,Todd Boyes,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Corporate,Preston Senome,High,Smiths Standard Envelopes,Office Supplies,Wrap Bag,Express Air,26-12-2014,3.52,5.68,2.16,33,238.56,5.0,11.93,226.63,1.39,228.02
5721-1,10/2/2014,Dennis Pardue,"412 Brunswick St,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,Medium,Bolored Envelopes,Office Supplies,Small Box,Regular Air,11/2/2014,2.25,3.69,1.44,23,144.7,10.0,4.39,132.51,2.5,147.69
5721-1,26-12-2014,Greg Guthrie,"523 King St,Newtown",Sydney,NSW,Corporate,Aanya Zhang,High,Smiths Standard Envelopes,Office Supplies,Small Box,Regular Air,29-12-2014,3.52,5.68,2.16,27,238.56,7.0,11.93,226.63,1.39,228.02
5721-1,26-11-2014,Maurice Satty,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,Medium,Smiths Metal Binder Clips,Technology,Large Box,Regular Air,28-11-2014,1.6,2.62,1.02,9,78.6,8.0,6.3,74.08,0.8,76.47
5722-1,3/7/2014,Monica Federle,"834 Bourke St,Waterloo",Sydney,NSW,Corporate,Charlie Bui,Critical,Steady Liquid Accent Highlighters,Office Supplies,Small Box,Express Air,4/7/2014,3.47,6.68,3.21,19,59.63,4.0,0.0,59.63,1.5,60.67
5722-1,8/1/2014,Dionis Lloyd,"85-113 Dunning Ave,Rosebery",Sydney,NSW,Corporate,Mihael Khan,Low,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,Wrap Bag,Regular Air,15-01-2014,13.88,22.38,8.5,40,860.12,1.0,58.02,765.02,15.1,776.51
5722-1,27-12-2014,Todd Boyes,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Home Office,Preston Senome,Not Specified,Artisan 474 Labels,Office Supplies,Wrap Bag,Regular Air,27-12-2014,1.84,2.88,1.04,17,96.57,9.0,8.69,87.89,0.99,88.38
5722-1,27-12-2014,Shahid Shariari,"3/219 Canley Vale Road,Canley Heights",Sydney,NSW,Corporate,Mihael Khan,Low,Artisan 479 Labels,Office Supplies,Wrap Bag,Regular Air,29-12-2014,1.59,2.61,1.02,4,96.57,9.0,8.69,87.88,0.5,88.38
5722-1,20-10-2014,George Ashbrook,"506 Swan Street,Richmond",Melbourne,VIC,Corporate,Connor Betts,Critical,Steady Major Accent Highlighters,Office Supplies,Small Box,Regular Air,22-10-2014,3.75,7.08,3.33,23,1559.97,2.0,37.59,165.55,2.35,167.75
5722-1,10/12/2014,Bart Watters,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Corporate,Nicholas Fernandes,Low,Apex Box Cutter Scissors,Office Supplies,Wrap Bag,Express Air,11/12/2014,4.19,10.23,6.04,39,470.58,5.0,4.71,465.87,4.68,470.55
5722-1,18-11-2014,Jamie Kunitz,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Corporate,Phoebe Gour,Low,Artisan 479 Labels,Office Supplies,Wrap Bag,Regular Air,20-11-2014,1.59,2.61,1.02,19,96.57,9.0,8.69,87.88,0.5,88.38
5722-1,23-12-2013,Brian Dahlen,"1-2/299 Sussex St,Sydney",Sydney,NSW,Corporate,Aanya Zhang,High,Deluxe Rollaway Locking File with Drawer,Office Supplies,Wrap Bag,Regular Air,25-12-2013,178.83,415.88,237.05,42,959.95,1.0,37.58,932.85,11.37,988.46
5722-1,4/2/2015,David Smith,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Home Office,Mihael Khan,High,Apex Design Stainless Steel Bent Scissors,Technology,Small Pack,Regular Air,6/2/2015,2.87,6.84,3.97,30,177.25,8.0,3.78,164.27,4.42,166.26
5722-1,10/12/2014,Bart Watters,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Home Office,Nicholas Fernandes,High,Apex Design Stainless Steel Bent Scissors,Office Supplies,Small Box,Regular Air,11/12/2014,2.87,6.84,3.97,13,470.58,0.0,4.71,465.87,4.42,470.55
5722-1,3/11/2014,Pete Armstrong,"506 Swan Street,Richmond",Melbourne,VIC,Home Office,Connor Betts,Medium,"Smiths Pen Style Liquid Stix; Assorted (yellow, pink, green, blue, orange), 5/Pack",Office Supplies,Wrap Bag,Regular Air,7/11/2014,3.88,6.47,2.59,27,128.0,9.0,11.52,126.48,1.22,127.78
5722-1,12/9/2014,Gary Hansen,"273 George Street,Sydney",Sydney,NSW,Corporate,Leighton Forrest,Low,Artisan 474 Labels,Technology,Small Box,Regular Air,19-09-2014,1.84,2.88,1.04,50,96.57,0.0,8.69,87.88,0.99,88.38
5722-1,15-08-2015,Jim Kriz,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Corporate,Mihael Khan,Critical,Binder Clips by OIC,Office Supplies,Wrap Bag,Express Air,17-08-2015,0.93,1.48,0.55,43,96.56,6.0,9.69,87.88,0.7,88.38
5722-1,4/2/2015,David Smith,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Small Business,Mihael Khan,Not Specified,Smiths Metal Binder Clips,Office Supplies,Wrap Bag,Regular Air,6/2/2015,1.6,2.62,1.02,18,69.32,2.0,3.98,68.98,0.8,69.57
5722-1,31-12-2015,Matt Collister,"99 Glebe Point Rd,Glebe",Sydney,NSW,Small Business,Natasha Song,Critical,Smiths General Use 3-Ring Binders,Technology,Medium Box,Regular Air,1/1/2016,1.18,1.88,0.7,42,65.1,7.0,5.41,69.97,1.49,60.69
5722-1,12/8/2014,Dave Hallsten,"1 John St,Waterloo",Sydney,NSW,Corporate,Charlie Bui,Not Specified,Artisan 474 Labels,Technology,Small Box,Express Air,10/8/2014,1.84,2.88,1.04,8,96.57,0.0,8.69,87.88,0.99,88.38
5723-1,10/12/2014,Marc Crier,"Westfield Sydney,Sydney",Sydney,NSW,Corporate,Natasha Song,Medium,"Laser Neon Mac Format Diskettes, 10/Pack",Technology,Small Box,Regular Air,12/12/2014,1.87,8.12,6.25,39,89.32,5.0,5.36,83.96,2.83,86.79
5723-1,10/12/2014,Marc Crier,"Westfield Sydney,Sydney",Sydney,NSW,Corporate,Natasha Song,Not Specified,"Laser Neon Mac Format Diskettes, 10/Pack",Technology,Jumbo Drum,Delivery Truck,12/12/2014,1.87,8.12,6.25,24,89.32,2.0,5.36,83.96,2.83,86.79
5723-1,10/12/2014,Marc Crier,"Westfield Sydney,Sydney",Sydney,NSW,Corporate,Natasha Song,Low,"Laser Neon Mac Format Diskettes, 10/Pack",Office Supplies,Wrap Bag,Regular Air,12/12/2014,1.87,8.12,6.25,22,89.32,10.0,5.36,83.96,2.83,86.79
5723-1,10/12/2014,Marc Crier,"Westfield Sydney,Sydney",Sydney,NSW,Consumer,Natasha Song,Not Specified,"Laser Neon Mac Format Diskettes, 10/Pack",Office Supplies,Wrap Bag,Regular Air,12/12/2014,1.87,8.12,6.25,27,89.32,4.0,5.36,83.96,2.83,86.79
5723-1,30-12-2014,Joni Sundaresam,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Corporate,Connor Betts,Not Specified,"Laser Neon Mac Format Diskettes, 10/Pack",Office Supplies,Wrap Bag,Regular Air,31-12-2014,1.87,8.12,6.25,11,89.32,1.0,5.36,83.96,2.83,86.79
5724-1,21-03-2013,Thais Sissman,"53-55 Liverpool St,Sydney",Sydney,NSW,Corporate,Tina Carlton,Medium,Artisan 474 Labels,Technology,Medium Box,Regular Air,28-03-2013,1.84,2.88,1.04,25,23.36,5.0,2.2,22.26,0.99,22.19
5724-1,30-05-2016,Emily Grady,"359 Crown Street,Surry Hills",Sydney,NSW,Corporate,Phoebe Gour,Medium,Emerson Stylus 1520 Color Inkjet Printer,Office Supplies,Small Box,Regular Air,30-05-2016,315.61,500.97,185.36,25,1755.89,4.0,150.59,1705.31,69.3,1611.03
5724-1,16-07-2015,Mike Kennedy,"99 Lygon Street,East Brunswick",Melbourne,VIC,Consumer,Connor Betts,Medium,Smiths General Use 3-Ring Binders,Office Supplies,Small Box,Regular Air,20-07-2015,1.18,1.88,0.7,19,36.4,0.0,1.64,36.58,1.49,37.59
5724-1,10/9/2015,Luke Weiss,"98 Holdsworth Street,Woollahra",Sydney,NSW,Small Business,Natasha Song,Low,Binder Posts,Office Supplies,Wrap Bag,Regular Air,11/9/2015,3.5,5.74,2.24,17,150.36,9.0,1.5,148.76,5.01,152.37
5724-2,27-12-2014,Todd Boyes,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Home Office,Preston Senome,Medium,Smiths Bulldog Clip,Office Supplies,Small Box,Regular Air,29-12-2014,2.31,3.78,1.47,48,154.98,4.0,3.1,151.88,0.71,152.59
5725-1,9/1/2014,Lena Creighton,"96 Liverpool St,Sydney",Sydney,NSW,Corporate,Samantha Chairs,Critical,Artisan 474 Labels,Technology,Jumbo Drum,Delivery Truck,11/1/2014,1.84,2.88,1.04,43,46.29,6.0,1.69,45.39,0.99,42.29
5725-1,31-12-2015,Matt Collister,"99 Glebe Point Rd,Glebe",Sydney,NSW,Corporate,Natasha Song,Medium,Apex Office Executive Series Stainless Steel Trimmers,Office Supplies,Small Pack,Regular Air,1/1/2016,3.51,8.57,5.06,30,177.22,8.0,13.85,157.69,6.14,176.83
5725-1,14-01-2014,Ashley Jarboe,"180 High Street,Windsor",Melbourne,VIC,Small Business,Connor Betts,High,Alto Perma 2700 Stacking Storage Drawers,Office Supplies,Small Box,Regular Air,18-01-2014,8.92,29.74,20.82,27,198.0,0.0,19.56,185.58,6.64,196.51
5725-1,3/7/2013,Mitch Webber,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Corporate,Tina Carlton,Critical,Xit Blank Computer Paper,Office Supplies,Small Box,Regular Air,25-07-2013,12.39,19.98,7.59,25,859.12,4.0,97.91,851.85,5.77,856.53
5725-1,26-10-2013,Shahid Shariari,"3/219 Canley Vale Road,Canley Heights",Sydney,NSW,Home Office,Mihael Khan,Not Specified,Xit Blank Computer Paper,Office Supplies,Small Box,Regular Air,28-10-2013,12.39,19.98,7.59,8,85.6,1.0,7.51,740.93,5.77,803.33
5726-1,18-08-2013,Amy Hunt,"60 Commercial Rd,Prahran",Melbourne,VIC,Home Office,Yvette Biti,Medium,Security-Tint Envelopes,Technology,Small Box,Regular Air,20-08-2013,4.89,7.64,2.75,24,199.3,8.0,5.97,185.57,1.39,186.57
5727-1,14-01-2014,Fred Wasserman,"61 York St,Sydney",Sydney,NSW,Consumer,Leighton Forrest,Not Specified,Fluorescent Highlighters by DrawIt,Office Supplies,Wrap Bag,Regular Air,17-01-2014,1.95,3.98,2.03,32,163.18,1.0,11.42,151.76,0.83,152.59
5728-1,28-12-2014,Tim Taslimi,"188 Pitt Street,Sydney",Sydney,NSW,Small Business,Tina Carlton,Not Specified,Alto Perma 3000 Stacking Storage Drawers,Office Supplies,Small Box,Regular Air,28-12-2014,8.92,29.74,20.82,20,986.06,5.0,9.86,976.2,6.64,981.62
5728-1,6/9/2015,Roy Collins,"Westfield Sydney,Sydney",Sydney,NSW,Small Business,Natasha Song,High,Xit Blank Computer Paper,Office Supplies,Wrap Bag,Regular Air,7/9/2015,12.39,19.98,7.59,2,1007.2,4.0,30.17,956.15,5.77,971.95
5729-1,12/5/2015,Sand Connell,"99 Lygon Street,East Brunswick",Melbourne,VIC,Home Office,Connor Betts,Not Specified,"DrawIt Colored Pencils, 48-Color Set",Office Supplies,Wrap Bag,Regular Air,14-05-2015,21.56,36.55,14.99,37,45.82,8.0,2.53,43.37,13.89,45.07
5729-1,15-02-2013,Jasper Cacioppo,"24 Addison Rd,Marrickville",Sydney,NSW,Small Business,Radhya Staples,Medium,TechSavi Access Keyboard,Office Supplies,Small Box,Regular Air,16-02-2013,10.07,15.98,5.91,39,633.86,3.0,12.88,632.88,4.0,663.16
5730-1,13-10-2013,Sylvia Foulston,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Corporate,Tina Carlton,Low,Smiths SlimLine Pencil Sharpener,Office Supplies,Small Box,Express Air,14-10-2013,4.79,11.97,7.18,8,432.2,5.0,36.24,402.05,5.81,405.33
5731-1,27-12-2014,Todd Boyes,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Corporate,Preston Senome,Medium,"Artisan Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",Office Supplies,Small Box,Regular Air,29-12-2014,1.05,1.95,0.9,10,91.58,10.0,0.92,88.08,1.63,89.35
5732-1,27-03-2013,Erica Smith,"53-55 Liverpool Street,Sydney",Sydney,NSW,Consumer,Tina Carlton,Not Specified,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,Small Box,Regular Air,27-03-2013,13.88,22.38,8.5,39,269.34,6.0,8.79,263.63,15.1,278.02
5732-1,1/1/2015,Michael Oakman,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Consumer,Connor Betts,Critical,Apex Design Stainless Steel Bent Scissors,Office Supplies,Wrap Bag,Regular Air,3/1/2015,2.87,6.84,3.97,2,239.4,3.0,2.39,237.01,4.42,241.43
5732-1,17-07-2015,Tracy Blumstein,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Small Business,Tina Carlton,Critical,Apex Design Stainless Steel Bent Scissors,Office Supplies,Small Box,Regular Air,17-07-2015,2.87,6.84,3.97,32,239.4,10.0,2.39,237.01,4.42,241.43
5732-1,2/1/2015,Ellis Ballard,"127 Liverpool St,Sydney",Sydney,NSW,Corporate,Samantha Chairs,Medium,Apex Design Stainless Steel Bent Scissors,Office Supplies,Wrap Bag,Regular Air,4/1/2015,2.87,6.84,3.97,11,239.4,9.0,2.39,237.01,4.42,241.43
5732-1,1/1/2015,Michael Oakman,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Corporate,Connor Betts,Critical,Apex Design Stainless Steel Bent Scissors,Office Supplies,Wrap Bag,Regular Air,3/1/2015,2.87,6.84,3.97,9,239.4,8.0,2.39,237.01,4.42,241.43
5732-1,10/4/2015,Katrina Edelman,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Small Business,Preston Senome,Critical,Alto Memo Cubes,Office Supplies,Small Box,Express Air,11/4/2015,3.32,5.18,1.86,15,41.96,8.0,3.67,39.95,2.04,40.43
5732-1,29-05-2015,Cindy Schnelling,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Small Business,Connor Betts,High,Artisan Binder Labels,Office Supplies,Wrap Bag,Regular Air,31-05-2015,2.45,3.89,1.44,13,80.36,6.0,4.85,68.83,7.01,79.63
5732-1,28-08-2013,Neil French,"523 King St,Newtown",Sydney,NSW,Consumer,Aanya Zhang,Not Specified,Apex Design Stainless Steel Bent Scissors,Technology,Small Pack,Express Air,29-08-2013,2.87,6.84,3.97,21,239.4,9.0,4.39,233.01,4.42,241.43
5732-1,1/1/2015,Michael Oakman,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Small Business,Connor Betts,Critical,Apex Design Stainless Steel Bent Scissors,Technology,Small Box,Regular Air,3/1/2015,2.87,6.84,3.97,39,239.4,0.0,2.39,237.01,4.42,241.43
5732-1,1/1/2015,Michael Oakman,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Small Business,Connor Betts,High,Apex Design Stainless Steel Bent Scissors,Office Supplies,Small Box,Regular Air,3/1/2015,2.87,6.84,3.97,29,239.4,3.0,2.39,237.01,4.42,241.43
